,Symbol,Name,LastSale,Sector,industry
1524,IRS,IRSA Inversiones Y Representaciones S.A.,10.15,Consumer Services,Homebuilding
1525,ICL,Israel Chemicals Shs,5.33,Basic Industries,Agricultural Chemicals
1526,STAR          ,iStar Inc.,13.38,Consumer Services,Real Estate Investment Trusts
1527,STAR^D,iStar Inc.,25.8742,,
1528,STAR^G,iStar Inc.,25.38,,
1529,STAR^I,iStar Inc.,25.4467,,
1530,ITCB,Ita? CorpBanca,11.5,Finance,Commercial Banks
1531,ITUB,Itau Unibanco Banco Holding SA,8.73,Finance,Major Banks
1532,ITT,ITT Inc.,56.9,Capital Goods,Fluid Controls
1533,IVH,Ivy High Income Opportunities Fund,13.65,,
1534,JPM,J P Morgan Chase & Co,109.57,Finance,Major Banks
1535,JPM^A,J P Morgan Chase & Co,25.58,Finance,Major Banks
1536,JPM^C,J P Morgan Chase & Co,27.28,,
1537,JPM^D,J P Morgan Chase & Co,27.05,,
1538,JPM^F,J P Morgan Chase & Co,25.73,,
1539,JPM^G,J P Morgan Chase & Co,26.03,,
1540,JPM^H,J P Morgan Chase & Co,26.34,Finance,Major Banks
1541,JAX,"J. Alexander&#39;s Holdings, Inc.",10.25,Consumer Services,Restaurants
1542,JILL,"J. Jill, Inc.",1.98,Consumer Non-Durables,Apparel
1543,JCP,"J.C. Penney Company, Inc. Holding Company",0.6822,Consumer Services,Department/Specialty Retail Stores
1544,SJM,J.M. Smucker Company (The),110.37,Consumer Non-Durables,Packaged Foods
1545,JBL,Jabil Inc.,27.89,Technology,Electrical Products
1546,JEC,Jacobs Engineering Group Inc.,81.0,Basic Industries,Military/Government/Technical
1547,JAG,Jagged Peak Energy Inc.,6.47,Energy,Oil & Gas Production
1548,JHX,James Hardie Industries plc.,13.01,Capital Goods,Building Materials
1549,JHG,Janus Henderson Group plc,19.28,Finance,Investment Managers
1550,JOF,Japan Smaller Capitalization Fund Inc,8.27,,
1551,JBGS,JBG SMITH Properties,37.7,Consumer Services,Real Estate Investment Trusts
1552,JEF,Jefferies Financial Group Inc.,19.27,Finance,Investment Bankers/Brokers/Service
1553,JELD,"JELD-WEN Holding, Inc.",20.21,Basic Industries,Forest Products
1554,JCAP,"Jernigan Capital, Inc.",19.78,Consumer Services,Real Estate Investment Trusts
1555,JCAP^B,"Jernigan Capital, Inc.",26.0426,,
1556,JT,Jianpu Technology Inc.,3.46,Technology,"Computer Software: Programming, Data Processing"
1557,JKS,JinkoSolar Holding Company Limited,18.61,Technology,Semiconductors
1558,JMP,JMP Group LLC,3.68,Finance,Investment Bankers/Brokers/Service
1559,JMPB,JMP Group LLC,25.4991,Finance,Investment Bankers/Brokers/Service
1560,JMPD,JMP Group LLC,25.997,Finance,Investment Bankers/Brokers/Service
1561,JBT,John Bean Technologies Corporation,101.53,Technology,Industrial Machinery/Components
1562,BTO,John Hancock Financial Opportunities Fund,30.72,,
1563,HEQ,John Hancock Hedged Equity & Income Fund,13.72,,
1564,JHS,John Hancock Income Securities Trust,14.53,,
1565,JHI,John Hancock Investors Trust,16.87,,
1566,HPF,John Hancock Pfd Income Fund II,23.21,,
1567,HPI,John Hancock Preferred Income Fund,23.62,,
1568,HPS,John Hancock Preferred Income Fund III,19.15,,
1569,PDT,John Hancock Premium Dividend Fund,16.96,,
1570,HTD,John Hancock Tax Advantaged Dividend Income Fund,24.97,,
1571,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,6.64,,
1572,JW.A,"John Wiley & Sons, Inc.",,,
1573,JW.B,"John Wiley & Sons, Inc.",,,
1574,JNJ,Johnson & Johnson,130.16,Health Care,Major Pharmaceuticals
1575,JCI,Johnson Controls International plc,41.4,Consumer Services,Other Consumer Services
1576,JLL,Jones Lang LaSalle Incorporated,135.18,Finance,Real Estate
1577,JMEI,Jumei International Holding Limited,2.05,Consumer Services,Other Specialty Stores
1578,JMIA,Jumia Technologies AG,14.57,Consumer Services,Catalog/Specialty Distribution
1579,JNPR,"Juniper Networks, Inc.",25.16,Technology,Computer Communications Equipment
1580,JP,Jupai Holdings Limited,1.84,Consumer Services,Other Consumer Services
1581,JE,"Just Energy Group, Inc.",3.36,Public Utilities,Oil/Gas Transmission
1582,JE^A,"Just Energy Group, Inc.",23.57,,
1583,LRN,K12 Inc,29.26,Consumer Services,Other Consumer Services
1584,KAI,Kadant Inc,83.09,Technology,Industrial Machinery/Components
1585,KDMN,"Kadmon Holdings, Inc.",2.28,Health Care,Major Pharmaceuticals
1586,KAMN,Kaman Corporation,56.48,Consumer Durables,Industrial Specialties
1587,KSU,Kansas City Southern,115.79,Transportation,Railroads
1588,KSU^,Kansas City Southern,27.025,Transportation,Railroads
1589,KAR,"KAR Auction Services, Inc",25.77,Consumer Durables,Automotive Aftermarket
1590,KMF,"Kayne Anderson Midstream Energy Fund, Inc",10.7,,
1591,KYN,Kayne Anderson MLP/Midstream Investment Company,14.42,,
1592,KYN^F,Kayne Anderson MLP/Midstream Investment Company,25.15,,
1593,KB,KB Financial Group Inc,32.94,Finance,Commercial Banks
1594,KBH,KB Home,25.27,Capital Goods,Homebuilding
1595,KBR,"KBR, Inc.",23.85,Basic Industries,Military/Government/Technical
1596,FRAC,"Keane Group, Inc.",5.64,Energy,Oilfield Services/Equipment
1597,K,Kellogg Company,61.75,Consumer Non-Durables,Packaged Foods
1598,KEM,Kemet Corporation,19.74,Capital Goods,Electrical Products
1599,KMPR,Kemper Corporation,76.81,Finance,Property-Casualty Insurers
1600,KMT,Kennametal Inc.,31.45,Capital Goods,Industrial Machinery/Components
1601,KW,Kennedy-Wilson Holdings Inc.,21.26,Finance,Real Estate
1602,KEN,Kenon Holdings Ltd.,20.88,Public Utilities,Electric Utilities: Central
1603,KDP,Keurig Dr Pepper Inc.,27.95,Consumer Non-Durables,Beverages (Production/Distribution)
1604,KEG,"Key Energy Services, Inc.",2.22,Energy,Oilfield Services/Equipment
1605,KEY,KeyCorp,16.45,Finance,Major Banks
1606,KEY^I,KeyCorp,28.73,,
1607,KEY^J,KeyCorp,25.93,,
1608,KEY^K,KeyCorp,26.11,,
1609,KEYS,Keysight Technologies Inc.,83.54,Capital Goods,Industrial Machinery/Components
1610,KRC,Kilroy Realty Corporation,77.02,Consumer Services,Real Estate Investment Trusts
1611,KRP,Kimbell Royalty Partners,14.01,Energy,Oil & Gas Production
1612,KMB,Kimberly-Clark Corporation,133.63,Consumer Durables,Containers/Packaging
1613,KIM,Kimco Realty Corporation,18.75,Consumer Services,Real Estate Investment Trusts
1614,KIM^I,Kimco Realty Corporation,25.4899,,
1615,KIM^J,Kimco Realty Corporation,25.42,,
1616,KIM^K,Kimco Realty Corporation,25.32,,
1617,KIM^L,Kimco Realty Corporation,24.8414,,
1618,KIM^M,Kimco Realty Corporation,25.08,,
1619,KMI,"Kinder Morgan, Inc.",19.84,Public Utilities,Natural Gas Distribution
1620,KFS,"Kingsway Financial Services, Inc.",2.8,Finance,Property-Casualty Insurers
1621,KGC,Kinross Gold Corporation,4.78,Basic Industries,Precious Metals
1622,KEX,Kirby Corporation,72.24,Consumer Services,Marine Transportation
1623,KL,Kirkland Lake Gold Ltd.,46.46,Basic Industries,Precious Metals
1624,KRG,Kite Realty Group Trust,14.97,Consumer Services,Real Estate Investment Trusts
1625,KKR,KKR & Co. Inc.,24.39,Finance,Investment Managers
1626,KKR^A,KKR & Co. Inc.,26.61,,
1627,KKR^B,KKR & Co. Inc.,26.77,,
1628,KIO,KKR Income Opportunities Fund,15.74,,
1629,KREF,KKR Real Estate Finance Trust Inc.,19.31,Consumer Services,Real Estate Investment Trusts
1630,KNX,"Knight Transportation, Inc.",33.82,Transportation,Trucking Freight/Courier Services
1631,KNL,"Knoll, Inc.",22.7,Consumer Durables,Office Equipment/Supplies/Services
1632,KNOP,KNOT Offshore Partners LP,18.84,Consumer Services,Marine Transportation
1633,KN,Knowles Corporation,19.04,Consumer Non-Durables,Consumer Electronics/Appliances
1634,KSS,Kohl&#39;s Corporation,49.45,Consumer Services,Department/Specialty Retail Stores
1635,PHG,Koninklijke Philips N.V.,45.49,Energy,Consumer Electronics/Appliances
1636,KTB,"Kontoor Brands, Inc.",28.47,Consumer Non-Durables,Apparel
1637,KOP,Koppers Holdings Inc.,24.86,Basic Industries,Forest Products
1638,KEP,Korea Electric Power Corporation,10.97,Public Utilities,Electric Utilities: Central
1639,KF,"Korea Fund, Inc. (The)",25.55,,
1640,KFY,Korn Ferry ,37.27,Technology,Diversified Commercial Services
1641,KOS,Kosmos Energy Ltd.,5.73,Energy,Oil & Gas Production
1642,KRA,Kraton Corporation,26.91,Basic Industries,Major Chemicals
1643,KR,Kroger Company (The),21.92,Consumer Services,Food Chains
1644,KRO,Kronos Worldwide Inc,11.87,Basic Industries,Major Chemicals
1645,KT,KT Corporation,11.48,Public Utilities,Telecommunications Equipment
1646,LB,"L Brands, Inc.",23.77,Consumer Services,Clothing/Shoe/Accessory Stores
1647,SCX,L.S. Starrett Company (The),5.76,Capital Goods,Industrial Machinery/Components
1648,LHX,"L3Harris Technologies, Inc.",201.39,Capital Goods,Industrial Machinery/Components
1649,LH,Laboratory Corporation of America Holdings,159.77,Health Care,Medical Specialities
1650,LADR,Ladder Capital Corp,16.43,Consumer Services,Real Estate Investment Trusts
1651,LAIX,LAIX Inc.,9.7,Consumer Services,Other Consumer Services
1652,LW,"Lamb Weston Holdings, Inc.",65.36,Consumer Non-Durables,Packaged Foods
1653,LCI,Lannett Co Inc,6.41,Health Care,Major Pharmaceuticals
1654,LPI,"Laredo Petroleum, Inc.",2.81,Energy,Oil & Gas Production
1655,LVS,Las Vegas Sands Corp.,54.53,Consumer Services,Hotels/Resorts
1656,LTM,LATAM Airlines Group S.A.,8.71,Transportation,Air Freight/Delivery Services
1657,LGI,Lazard Global Total Return and Income Fund,15.41,,
1658,LAZ,Lazard Ltd.,34.13,Finance,Investment Managers
1659,LOR,"Lazard World Dividend & Income Fund, Inc.",9.49,,
1660,LZB,La-Z-Boy Incorporated,31.05,Consumer Durables,Home Furnishings
1661,LCII,LCI Industries ,84.71,Capital Goods,Auto Parts:O.E.M.
1662,LEAF,Leaf Group Ltd.,5.68,Technology,EDP Services
1663,LEA,Lear Corporation,119.38,Capital Goods,Auto Parts:O.E.M.
1664,LEE,"Lee Enterprises, Incorporated",2.02,Consumer Services,Newspapers/Magazines
1665,LGC,Legacy Acquisition Corp.,10.14,Finance,Business Services
1666,LGC.U,Legacy Acquisition Corp.,,,
1667,LGC.WS,Legacy Acquisition Corp.,,,
1668,LM,"Legg Mason, Inc.",36.95,Finance,Investment Managers
1669,LMHA,"Legg Mason, Inc.",26.71,Finance,Investment Managers
1670,LMHB,"Legg Mason, Inc.",25.38,Finance,Investment Managers
1671,LEG,"Leggett & Platt, Incorporated",37.62,Consumer Durables,Home Furnishings
1672,JBK,Lehman ABS Corporation,28.9105,Finance,Finance: Consumer Services
1673,KTH,Lehman ABS Corporation,32.7473,Finance,Finance: Consumer Services
1674,KTN,Lehman ABS Corporation,32.9415,Finance,Finance: Consumer Services
1675,KTP,Lehman ABS Corporation,6.9,Finance,Finance: Consumer Services
1676,LDOS,"Leidos Holdings, Inc.",78.98,Technology,EDP Services
1677,LEJU,Leju Holdings Limited,1.11,Finance,Real Estate
1678,LC,LendingClub Corporation,13.55,Miscellaneous,Business Services
1679,LEN,Lennar Corporation,47.53,Basic Industries,Homebuilding
1680,LEN.B,Lennar Corporation,,Basic Industries,Homebuilding
1681,LII,"Lennox International, Inc.",250.25,Capital Goods,Industrial Machinery/Components
1682,LHC,Leo Holdings Corp.,10.2,Consumer Services,Movies/Entertainment
1683,LHC.U,Leo Holdings Corp.,,,
1684,LHC.WS,Leo Holdings Corp.,,,
1685,LEVI,Levi Strauss & Co,18.64,Consumer Non-Durables,Apparel
1686,LXP,Lexington Realty Trust,9.35,,
1687,LXP^C,Lexington Realty Trust,53.55,,
1688,LPL,"LG Display Co., Ltd.",5.23,Capital Goods,Industrial Machinery/Components
1689,USA,Liberty All-Star Equity Fund,6.05,,
1690,ASG,"Liberty All-Star Growth Fund, Inc.",5.7,,
1691,LBRT,Liberty Oilfield Services Inc.,12.41,Energy,Oilfield Services/Equipment
1692,LPT,Liberty Property Trust,50.24,Consumer Services,Real Estate Investment Trusts
1693,LSI,"Life Storage, Inc.",99.8,Consumer Services,Real Estate Investment Trusts
1694,LITB,"LightInTheBox Holding Co., Ltd.",1.43,Consumer Services,Catalog/Specialty Distribution
1695,LNC,Lincoln National Corporation,56.46,Finance,Life Insurance
1696,LIN,Linde plc,190.63,Basic Industries,Major Chemicals
1697,LNN,Lindsay Corporation,86.38,Capital Goods,Industrial Machinery/Components
1698,LN,LINE Corporation,31.67,Technology,"Computer Software: Programming, Data Processing"
1699,LINX,Linx S.A.,7.76,Technology,Computer Software: Prepackaged Software
1700,LGF.A,Lions Gate Entertainment Corporation,,,
1701,LGF.B,Lions Gate Entertainment Corporation,,,
1702,LAD,"Lithia Motors, Inc.",127.82,Consumer Durables,Automotive Aftermarket
1703,LAC,Lithium Americas Corp.,3.61,Basic Industries,Precious Metals
1704,LYV,"Live Nation Entertainment, Inc.",68.5,Consumer Services,Services-Misc. Amusement & Recreation
1705,LTHM,Livent Corporation,5.77,Basic Industries,Major Chemicals
1706,RAMP,"LiveRamp Holdings, Inc.",49.22,Technology,EDP Services
1707,LYG,Lloyds Banking Group Plc,2.41,Finance,Commercial Banks
1708,SCD,LMP Capital and Income Fund Inc.,13.53,,
1709,LMT,Lockheed Martin Corporation,358.43,Capital Goods,Military/Government/Technical
1710,L,Loews Corporation,50.72,Finance,Property-Casualty Insurers
1711,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,11.29,Capital Goods,Building Materials
1712,LPX,Louisiana-Pacific Corporation,24.82,Basic Industries,Forest Products
1713,LOW,"Lowe&#39;s Companies, Inc.",97.04,Consumer Services,RETAIL: Building Materials
1714,LXU,Lsb Industries Inc.,5.12,Basic Industries,Major Chemicals
1715,LKSD,"LSC Communications, Inc.",0.98,Miscellaneous,Publishing
1716,LTC,"LTC Properties, Inc.",45.24,Consumer Services,Real Estate Investment Trusts
1717,LUB,"Luby&#39;s, Inc.",1.14,Consumer Services,Restaurants
1718,LL,"Lumber Liquidators Holdings, Inc",8.42,Consumer Services,RETAIL: Building Materials
1719,LXFR,Luxfer Holdings PLC,17.49,Basic Industries,Major Chemicals
1720,LDL,"Lydall, Inc.",21.03,Capital Goods,Auto Parts:O.E.M.
1721,WLH,Lyon William Homes,16.95,Capital Goods,Homebuilding
1722,LYB,LyondellBasell Industries NV,76.31,Basic Industries,Major Chemicals
1723,MTB,M&T Bank Corporation,153.96,Finance,Major Banks
1724,MTB^.CL,M&T Bank Corporation,,,
1725,MTB^C.CL,M&T Bank Corporation,,,
1726,MDC,"M.D.C. Holdings, Inc.",35.55,Capital Goods,Homebuilding
1727,MHO,"M/I Homes, Inc.",34.85,Capital Goods,Homebuilding
1728,MAC,Macerich Company (The),31.25,Consumer Services,Real Estate Investment Trusts
1729,CLI,Mack-Cali Realty Corporation,22.51,Consumer Services,Real Estate Investment Trusts
1730,MFD,Macquarie First Trust Global,9.86,,
1731,MGU,Macquarie Global Infrastructure Total Return Fund Inc.,22.38,,
1732,MIC,Macquarie Infrastructure Corporation ,38.99,Energy,Oil Refining/Marketing
1733,BMA,Macro Bank Inc.,63.25,Finance,Commercial Banks
1734,M,Macy&#39;s Inc,20.63,Consumer Services,Department/Specialty Retail Stores
1735,MCN,Madison Covered Call & Equity Strategy Fund,6.37,,
1736,MMP,Magellan Midstream Partners L.P.,66.0,Energy,Natural Gas Distribution
1737,MGA,"Magna International, Inc.",47.16,Capital Goods,Auto Parts:O.E.M.
1738,MX,MagnaChip Semiconductor Corporation,10.62,Technology,Semiconductors
1739,MGY,Magnolia Oil & Gas Corporation,9.97,Energy,Oil & Gas Production
1740,MH^A,"Maiden Holdings, Ltd.",4.9,,
1741,MH^C,"Maiden Holdings, Ltd.",4.23,,
1742,MH^D,"Maiden Holdings, Ltd.",4.0,,
1743,MHLA,"Maiden Holdings, Ltd.",16.26,Finance,Property-Casualty Insurers
1744,MHNC,"Maiden Holdings, Ltd.",22.0,Finance,Property-Casualty Insurers
1745,MAIN,Main Street Capital Corporation,40.9,,
1746,MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,21.06,,
1747,MNK,Mallinckrodt plc,6.48,Health Care,Major Pharmaceuticals
1748,MANU,Manchester United Ltd.,17.51,Consumer Services,Services-Misc. Amusement & Recreation
1749,MTW,"Manitowoc Company, Inc. (The)",15.86,Capital Goods,Construction/Ag Equipment/Trucks
1750,MN,"Manning & Napier, Inc.",1.76,Finance,Investment Managers
1751,MAN,ManpowerGroup,86.08,Technology,Professional Services
1752,MFC,Manulife Financial Corp,16.53,Finance,Life Insurance
1753,MRO,Marathon Oil Corporation,12.5,Energy,Oil & Gas Production
1754,MPC,Marathon Petroleum Corporation,50.67,Energy,Integrated oil Companies
1755,MMI,"Marcus & Millichap, Inc.",31.03,Finance,Real Estate
1756,MCS,Marcus Corporation (The),34.24,Consumer Services,Movies/Entertainment
1757,MPX,Marine Products Corporation,14.82,Capital Goods,Marine Transportation
1758,HZO,"MarineMax, Inc.",14.94,Consumer Services,Other Specialty Stores
1759,MKL,Markel Corporation,1091.25,Finance,Property-Casualty Insurers
1760,VAC,Marriott Vacations Worldwide Corporation,84.5,Finance,Real Estate
1761,MMC,"Marsh & McLennan Companies, Inc.",95.73,Finance,Specialty Insurers
1762,MLM,"Martin Marietta Materials, Inc.",245.98,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
1763,MAS,Masco Corporation,38.7,Basic Industries,Forest Products
1764,DOOR,Masonite International Corporation,50.76,Basic Industries,Forest Products
1765,MTZ,"MasTec, Inc.",57.97,Basic Industries,Water Supply
1766,MA,Mastercard Incorporated,256.84,Miscellaneous,Business Services
1767,MTDR,Matador Resources Company,15.02,Energy,Oil & Gas Production
1768,MTRN,Materion Corporation,58.37,Capital Goods,Industrial Specialties
1769,MATX,"Matson, Inc.",36.74,Consumer Services,Marine Transportation
1770,MLP,"Maui Land & Pineapple Company, Inc.",10.13,Finance,Real Estate
1771,MAXR,Maxar Technologies Inc.,6.9,Technology,Radio And Television Broadcasting And Communications Equipment
1772,MMS,"Maximus, Inc.",69.04,Miscellaneous,Business Services
1773,MXL,"MaxLinear, Inc",20.18,Technology,Semiconductors
1774,MEC,"Mayville Engineering Company, Inc.",12.95,Capital Goods,Industrial Specialties
1775,MBI,"MBIA, Inc.",9.08,Finance,Property-Casualty Insurers
1776,MKC,"McCormick & Company, Incorporated",154.74,Consumer Non-Durables,Packaged Foods
1777,MKC.V,"McCormick & Company, Incorporated",,Consumer Non-Durables,Packaged Foods
1778,MDR,"McDermott International, Inc.",5.0,Capital Goods,Metal Fabrications
1779,MCD,McDonald&#39;s Corporation,210.45,Consumer Services,Restaurants
1780,MUX,McEwen Mining Inc.,1.94,Basic Industries,Precious Metals
1781,MCK,McKesson Corporation,144.66,Health Care,Other Pharmaceuticals
1782,MDU,"MDU Resources Group, Inc.",26.3,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
1783,MTL,Mechel PAO,2.0,Basic Industries,Steel/Iron Ore
1784,MTL^,Mechel PAO,0.8212,,
1785,MDLA,"Medallia, Inc.",38.32,Technology,"Computer Software: Programming, Data Processing"
1786,MPW,"Medical Properties Trust, Inc.",17.33,Consumer Services,Real Estate Investment Trusts
1787,MED,MEDIFAST INC,98.07,Consumer Non-Durables,Packaged Foods
1788,MCC,Medley Capital Corporation,2.73,,
1789,MCV,Medley Capital Corporation,23.3,,
1790,MCX,Medley Capital Corporation,24.52,,
1791,MDLQ,Medley LLC,18.65,Finance,Investment Managers
1792,MDLX,Medley LLC,18.3,Finance,Investment Managers
1793,MDLY,Medley Management Inc.,3.34,Finance,Investment Managers
1794,MD,"Mednax, Inc",21.23,Health Care,Hospital/Nursing Management
1795,MDT,Medtronic plc,99.51,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
1796,MFAC,Megalith Financial Acquisition Corp.,10.09,Finance,Business Services
1797,MFAC.U,Megalith Financial Acquisition Corp.,,,
1798,MFAC.WS,Megalith Financial Acquisition Corp.,,,
1799,MRK,"Merck & Company, Inc.",83.12,Health Care,Major Pharmaceuticals
1800,MCY,Mercury General Corporation,54.23,Finance,Property-Casualty Insurers
1801,MDP,Meredith Corporation,52.44,Consumer Services,Newspapers/Magazines
1802,MTH,Meritage Corporation,62.2,Capital Goods,Homebuilding
1803,MTOR,"Meritor, Inc.",20.07,Capital Goods,Auto Parts:O.E.M.
1804,MER^K,"Merrill Lynch & Co., Inc.",26.45,,
1805,PIY,"Merrill Lynch Depositor, Inc.",13.7,Finance,Finance: Consumer Services
1806,MTR,Mesa Royalty Trust,6.96,Energy,Oil & Gas Production
1807,MSB,Mesabi Trust,25.71,Basic Industries,Precious Metals
1808,MEI,"Methode Electronics, Inc.",27.29,Capital Goods,Electrical Products
1809,MET,"MetLife, Inc.",45.57,Finance,Life Insurance
1810,MET^A,"MetLife, Inc.",24.09,,
1811,MET^E,"MetLife, Inc.",26.92,,
1812,MCB,Metropolitan Bank Holding Corp.,38.8,Finance,Major Banks
1813,MTD,"Mettler-Toledo International, Inc.",692.72,Capital Goods,Biotechnology: Laboratory Analytical Instruments
1814,MXE,"Mexico Equity and Income Fund, Inc. (The)",9.8151,,
1815,MXF,"Mexico Fund, Inc. (The)",12.27,,
1816,MFA,"MFA Financial, Inc.",6.94,Consumer Services,Real Estate Investment Trusts
1817,MFA^B,"MFA Financial, Inc.",25.3,,
1818,MFO,"MFA Financial, Inc.",25.9,Consumer Services,Real Estate Investment Trusts
1819,MCR,MFS Charter Income Trust,8.35,,
1820,MGF,MFS Government Markets Income Trust,4.59,,
1821,MIN,MFS Intermediate Income Trust,3.84,,
1822,MMT,MFS Multimarket Income Trust,5.9,,
1823,MFM,MFS Municipal Income Trust,7.16,,
1824,MFV,MFS Special Value Trust,5.75,,
1825,MTG,MGIC Investment Corporation,12.29,Finance,Property-Casualty Insurers
1826,MGP,MGM Growth Properties LLC,28.68,Consumer Services,Real Estate Investment Trusts
1827,MGM,MGM Resorts International,27.94,Consumer Services,Hotels/Resorts
1828,MFGP,Micro Focus Intl PLC,19.77,Technology,Computer Software: Prepackaged Software
1829,MAA,"Mid-America Apartment Communities, Inc.",117.53,Consumer Services,Real Estate Investment Trusts
1830,MAA^I,"Mid-America Apartment Communities, Inc.",65.5,,
1831,MSL,MidSouth Bancorp,10.96,Finance,Major Banks
1832,MPO,"MIDSTATES PETROLEUM COMPANY, INC.",4.36,Energy,Oil & Gas Production
1833,MCRN,Milacron Holdings Corp.,16.27,Technology,Industrial Machinery/Components
1834,MLR,"Miller Industries, Inc.",29.94,Capital Goods,Construction/Ag Equipment/Trucks
1835,HIE,Miller/Howard High Income Equity Fund,10.98,,
1836,MTX,Minerals Technologies Inc.,50.16,Basic Industries,Major Chemicals
1837,MG,Mistras Group Inc,14.35,Consumer Services,Military/Government/Technical
1838,MUFG,Mitsubishi UFJ Financial Group Inc,4.75,Finance,Commercial Banks
1839,MIXT,MiX Telematics Limited,14.14,Technology,Computer Software: Prepackaged Software
1840,MFG,"Mizuho Financial Group, Inc.",2.91,Finance,Major Banks
1841,MBT,Mobile TeleSystems OJSC,7.8,Public Utilities,Telecommunications Equipment
1842,MODN,"Model N, Inc.",21.71,Technology,"Computer Software: Programming, Data Processing"
1843,MOD,Modine Manufacturing Company,10.97,Capital Goods,Auto Parts:O.E.M.
1844,MC,Moelis & Company,33.26,Finance,Investment Managers
1845,MOGU,MOGU Inc.,2.28,Miscellaneous,Business Services
1846,MHK,"Mohawk Industries, Inc.",118.24,Consumer Durables,Home Furnishings
1847,MOH,Molina Healthcare Inc,123.95,Health Care,Medical Specialities
1848,TAP,Molson Coors Brewing  Company,50.59,Consumer Non-Durables,Beverages (Production/Distribution)
1849,TAP.A,Molson Coors Brewing  Company,,,
1850,MNR,Monmouth Real Estate Investment Corporation,13.03,Consumer Services,Real Estate Investment Trusts
1851,MNR^C,Monmouth Real Estate Investment Corporation,25.0,,
1852,MR,Montage Resources Corporation,2.76,Energy,Oil & Gas Production
1853,MCO,Moody&#39;s Corporation,202.69,Finance,Finance: Consumer Services
1854,MOG.A,Moog Inc.,,,
1855,MOG.B,Moog Inc.,,,
1856,MS,Morgan Stanley,40.49,Finance,Investment Bankers/Brokers/Service
1857,MS^A,Morgan Stanley,21.66,,
1858,MS^E,Morgan Stanley,28.57,,
1859,MS^F,Morgan Stanley,28.02,,
1860,MS^G,Morgan Stanley,25.67,,
1861,MS^I,Morgan Stanley,27.91,,
1862,MS^K,Morgan Stanley,27.59,,
1863,CAF,Morgan Stanley China A Share Fund Inc.,19.51,,
1864,MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.36,,
1865,EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",6.75,,
1866,IIF,"Morgan Stanley India Investment Fund, Inc.",18.26,,
1867,MOSC,Mosaic Acquisition Corp.,10.24,Finance,Business Services
1868,MOSC.U,Mosaic Acquisition Corp.,,,
1869,MOSC.WS,Mosaic Acquisition Corp.,,,
1870,MOS,Mosaic Company (The),23.6,Basic Industries,Agricultural Chemicals
1871,MSI,"Motorola Solutions, Inc.",168.73,Technology,Radio And Television Broadcasting And Communications Equipment
1872,MOV,Movado Group Inc.,24.34,Consumer Non-Durables,Consumer Specialties
1873,MPLX,MPLX LP,27.62,Energy,Natural Gas Distribution
1874,MRC,MRC Global Inc.,13.97,Capital Goods,Industrial Machinery/Components
1875,HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,5.91,Finance,Finance: Consumer Services
1876,MSA,MSA Safety Incorporporated,100.01,Health Care,Industrial Specialties
1877,MSM,"MSC Industrial Direct Company, Inc.",66.39,Capital Goods,Industrial Machinery/Components
1878,MSCI,MSCI Inc,209.24,Miscellaneous,Business Services
1879,MSGN,MSG Networks Inc.,18.48,Consumer Services,Television Services
1880,MLI,"Mueller Industries, Inc.",26.82,Capital Goods,Metal Fabrications
1881,MWA,Mueller Water Products Inc,9.7,Capital Goods,Metal Fabrications
1882,MVF,"MuniVest Fund, Inc.",9.42,,
1883,MZA,"MuniYield Arizona Fund, Inc.",14.25,,
1884,MUR,Murphy Oil Corporation,22.58,Energy,Oil & Gas Production
1885,MUSA,Murphy USA Inc.,86.03,Consumer Durables,Automotive Aftermarket
1886,MVO,MV Oil Trust,7.18,Energy,Oil & Gas Production
1887,MVC,"MVC Capital, Inc.",9.15,,
1888,MVCD,"MVC Capital, Inc.",25.75,,
1889,MYE,"Myers Industries, Inc.",15.64,Consumer Non-Durables,Plastic Products
1890,MYOV,Myovant Sciences Ltd.,6.81,Health Care,Major Pharmaceuticals
1891,NBR,Nabors Industries Ltd.,2.55,Energy,Oil & Gas Production
1892,NBR^A,Nabors Industries Ltd.,20.64,,
1893,NC,"NACCO Industries, Inc.",49.33,Consumer Durables,Consumer Electronics/Appliances
1894,NTP,Nam Tai Property Inc.,9.99,Finance,Real Estate
1895,NTEST,NASDAQ TEST STOCK,25.04,,
1896,NTEST.A,NASDAQ TEST STOCK,,,
1897,NTEST.B,NASDAQ TEST STOCK,,,
1898,NTEST.C,NASDAQ TEST STOCK,,,
1899,NBHC,National Bank Holdings Corporation,33.69,Finance,Major Banks
1900,NFG,National Fuel Gas Company,47.72,Public Utilities,Oil/Gas Transmission
1901,NGG,"National Grid Transco, PLC",50.66,Public Utilities,Natural Gas Distribution
1902,NHI,"National Health Investors, Inc.",79.18,Consumer Services,Real Estate Investment Trusts
1903,NOV,"National Oilwell Varco, Inc.",21.74,Energy,Metal Fabrications
