,Symbol,Name,LastSale,Sector,industry
2471,SDR,SandRidge Mississippian Trust II,0.5985,Energy,Oil & Gas Production
2472,PER,SandRidge Permian Trust,1.84,Energy,Oil & Gas Production
2473,SC,Santander Consumer USA Holdings Inc.,25.64,Finance,Finance: Consumer Services
2474,SAP,SAP SE,118.73,Technology,Computer Software: Prepackaged Software
2475,SAB,Saratoga Investment Corp,25.7982,,
2476,SAF,Saratoga Investment Corp,25.63,,
2477,SAR,Saratoga Investment Corp,24.35,,
2478,SSL,Sasol Ltd.,20.19,Energy,Oil & Gas Production
2479,BFS,"Saul Centers, Inc.",51.4,Consumer Services,Real Estate Investment Trusts
2480,BFS^C,"Saul Centers, Inc.",25.07,,
2481,BFS^D,"Saul Centers, Inc.",25.2661,,
2482,SCPE.U,SC Health Corporation,,,
2483,SLB,Schlumberger N.V.,35.99,Energy,Oilfield Services/Equipment
2484,SNDR,"Schneider National, Inc.",18.72,Transportation,Trucking Freight/Courier Services
2485,SWM,"Schweitzer-Mauduit International, Inc.",32.42,Basic Industries,Paper
2486,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,80.17,Technology,EDP Services
2487,SALT,Scorpio Bulkers Inc.,5.37,Transportation,Marine Transportation
2488,SBNA,Scorpio Tankers Inc.,25.4,Transportation,Marine Transportation
2489,STNG,Scorpio Tankers Inc.,23.67,Transportation,Marine Transportation
2490,SMG,Scotts Miracle-Gro Company (The),108.46,Basic Industries,Agricultural Chemicals
2491,KTF,Scudder Municiple Income Trust,11.57,,
2492,KSM,Scudder Strategic Municiple Income Trust,12.21,,
2493,SRL,Scully Royalty Ltd.,12.3,,
2494,SE,Sea Limited,34.02,Consumer Services,Other Consumer Services
2495,SA,"Seabridge Gold, Inc.",15.34,Basic Industries,Precious Metals
2496,CKH,"SEACOR Holdings, Inc.",45.56,Transportation,Marine Transportation
2497,SMHI,SEACOR Marine Holdings Inc.,13.13,Transportation,Marine Transportation
2498,SDRL,Seadrill Limited,3.04,Energy,Oil & Gas Production
2499,SDLP,Seadrill Partners LLC,1.99,Energy,Oil & Gas Production
2500,SEE,Sealed Air Corporation,43.84,Basic Industries,Major Chemicals
2501,SSW,Seaspan Corporation,9.18,Transportation,Marine Transportation
2502,SSW^D,Seaspan Corporation,24.62,,
2503,SSW^E,Seaspan Corporation,24.92,,
2504,SSW^G,Seaspan Corporation,25.1,,
2505,SSW^H,Seaspan Corporation,24.84,,
2506,SSW^I,Seaspan Corporation,24.4,,
2507,SSWA,Seaspan Corporation,25.95,Transportation,Marine Transportation
2508,SEAS,"SeaWorld Entertainment, Inc.",29.24,Consumer Services,Services-Misc. Amusement & Recreation
2509,JBN,Select Asset Inc.,6.11,Finance,Finance: Consumer Services
2510,JBR,Select Asset Inc.,5.8692,Finance,Finance: Consumer Services
2511,WTTR,"Select Energy Services, Inc.",8.75,Energy,Oilfield Services/Equipment
2512,SEM,Select Medical Holdings Corporation,15.64,Health Care,Hospital/Nursing Management
2513,SEMG,Semgroup Corporation,11.0,Energy,Oilfield Services/Equipment
2514,SRE,Sempra Energy,132.12,Public Utilities,Natural Gas Distribution
2515,SRE^A,Sempra Energy,109.31,Public Utilities,Natural Gas Distribution
2516,SRE^B,Sempra Energy,110.89,,
2517,SREA,Sempra Energy,26.39,Public Utilities,Natural Gas Distribution
2518,ST,Sensata Technologies Holding plc,45.35,Capital Goods,Industrial Machinery/Components
2519,SXT,Sensient Technologies Corporation,64.84,Basic Industries,Major Chemicals
2520,SQNS,Sequans Communications S.A.,0.8181,Technology,Semiconductors
2521,SRG,Seritage Growth Properties,39.33,Finance,Real Estate
2522,SRG^A,Seritage Growth Properties,25.0201,,
2523,SCI,Service Corporation International,44.81,Consumer Services,Other Consumer Services
2524,SERV,"ServiceMaster Global Holdings, Inc.",51.15,Consumer Services,Other Consumer Services
2525,NOW,"ServiceNow, Inc.",256.81,Technology,Computer Software: Prepackaged Software
2526,SHAK,"Shake Shack, Inc.",73.34,Consumer Services,Restaurants
2527,SJR,Shaw Communications Inc.,19.48,Consumer Services,Television Services
2528,SHLX,"Shell Midstream Partners, L.P.",20.98,Energy,Natural Gas Distribution
2529,SHW,Sherwin-Williams Company (The),495.36,Consumer Services,RETAIL: Building Materials
2530,SHG,Shinhan Financial Group Co Ltd,34.53,Finance,Major Banks
2531,SFL,Ship Finance International Limited,12.55,Transportation,Marine Transportation
2532,SHOP,Shopify Inc.,321.39,Technology,Computer Software: Prepackaged Software
2533,SSTK,"Shutterstock, Inc.",37.63,Technology,EDP Services
2534,SBGL,Sibanye Gold Limited,5.33,Basic Industries,Precious Metals
2535,SIG,Signet Jewelers Limited,16.15,Consumer Services,Consumer Specialties
2536,SBOW,"SilverBow Resorces, Inc.",8.87,Energy,Oil & Gas Production
2537,SPG,"Simon Property Group, Inc.",154.75,Consumer Services,Real Estate Investment Trusts
2538,SPG^J,"Simon Property Group, Inc.",69.8621,,
2539,SSD,"Simpson Manufacturing Company, Inc.",61.5,Capital Goods,Industrial Machinery/Components
2540,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",32.68,Basic Industries,Major Chemicals
2541,SITC,SITE Centers Corp.,13.77,Consumer Services,Real Estate Investment Trusts
2542,SITC^A,SITE Centers Corp.,26.08,,
2543,SITC^J,SITE Centers Corp.,25.09,,
2544,SITC^K,SITE Centers Corp.,26.03,,
2545,SITE,"SiteOne Landscape Supply, Inc.",71.19,Consumer Non-Durables,Farming/Seeds/Milling
2546,SIX,Six Flags Entertainment Corporation New,51.32,Consumer Services,Services-Misc. Amusement & Recreation
2547,SJW,SJW Group,63.29,Public Utilities,Water Supply
2548,SKM,"SK Telecom Co., Ltd.",22.87,Public Utilities,Telecommunications Equipment
2549,SKX,"Skechers U.S.A., Inc.",33.35,Consumer Non-Durables,Shoe Manufacturing
2550,SKY,Skyline Champion Corporation,29.26,Basic Industries,Homebuilding
2551,SLG,SL Green Realty Corp,77.76,Consumer Services,Real Estate Investment Trusts
2552,SLG^I,SL Green Realty Corp,25.68,,
2553,WORK,"Slack Technologies, Inc.",31.39,Consumer Services,Other Consumer Services
2554,SM,SM Energy Company,9.59,Energy,Oil & Gas Production
2555,SMAR,Smartsheet Inc.,47.16,Technology,Computer Software: Prepackaged Software
2556,SNN,"Smith & Nephew SNATS, Inc.",44.68,Health Care,Industrial Specialties
2557,SNAP,Snap Inc.,16.46,Technology,"Computer Software: Programming, Data Processing"
2558,SNA,Snap-On Incorporated,147.64,Capital Goods,Industrial Machinery/Components
2559,IPOA,Social Capital Hedosophia Holdings Corp.,10.43,Finance,Business Services
2560,IPOA.U,Social Capital Hedosophia Holdings Corp.,,,
2561,IPOA.WS,Social Capital Hedosophia Holdings Corp.,,,
2562,SQM,Sociedad Quimica y Minera S.A.,26.52,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
2563,SOGO,Sogou Inc.,3.41,Technology,EDP Services
2564,SOI,"Solaris Oilfield Infrastructure, Inc.",13.29,Energy,Metal Fabrications
2565,SWI,SolarWinds Corporation,17.15,Technology,Computer Software: Prepackaged Software
2566,SAH,"Sonic Automotive, Inc.",26.93,Consumer Durables,Automotive Aftermarket
2567,SON,Sonoco Products Company,57.92,Consumer Durables,Containers/Packaging
2568,SNE,Sony Corp Ord,53.65,Consumer Non-Durables,Consumer Electronics/Appliances
2569,BID,Sotheby&#39;s,58.31,Miscellaneous,Business Services
2570,SOR,"Source Capital, Inc.",35.43,,
2571,SJI,"South Jersey Industries, Inc.",32.04,Public Utilities,Oil/Gas Transmission
2572,SJIU,"South Jersey Industries, Inc.",51.3,Public Utilities,Oil/Gas Transmission
2573,SCE^G,Southern California Edison Company,23.24,,
2574,SCE^H,Southern California Edison Company,24.65,,
2575,SCE^J,Southern California Edison Company,23.95,,
2576,SCE^K,Southern California Edison Company,24.15,,
2577,SCE^L,Southern California Edison Company,23.15,,
2578,SO,Southern Company (The),55.93,Public Utilities,Electric Utilities: Central
2579,SOJA,Southern Company (The),25.94,Public Utilities,Electric Utilities: Central
2580,SOJB,Southern Company (The),26.03,Public Utilities,Electric Utilities: Central
2581,SOJC,Southern Company (The),26.1,Public Utilities,Electric Utilities: Central
2582,SCCO,Southern Copper Corporation,32.26,Basic Industries,Precious Metals
2583,LUV,Southwest Airlines Company,48.96,Transportation,Air Freight/Delivery Services
2584,SWX,"Southwest Gas Holdings, Inc.",87.58,Public Utilities,Oil & Gas Production
2585,SWN,Southwestern Energy Company,1.94,Energy,Oil & Gas Production
2586,SPAQ,Spartan Energy Acquisition Corp,9.99,Finance,Business Services
2587,SPAQ.U,Spartan Energy Acquisition Corp,,,
2588,SPAQ.WS,Spartan Energy Acquisition Corp,,,
2589,SPE,Special Opportunities Fund Inc.,13.73,,
2590,SPE^B,Special Opportunities Fund Inc.,25.252,,
2591,SPB           ,"Spectrum Brands Holdings, Inc.",46.35,Miscellaneous,Industrial Machinery/Components
2592,TRK,"Speedway Motorsports, Inc.",19.78,Consumer Services,Services-Misc. Amusement & Recreation
2593,SR,Spire Inc.,79.96,Public Utilities,Oil/Gas Transmission
2594,SR^A,Spire Inc.,27.15,,
2595,SPR,"Spirit Aerosystems Holdings, Inc.",72.8,Capital Goods,Military/Government/Technical
2596,SAVE,"Spirit Airlines, Inc.",41.36,Transportation,Air Freight/Delivery Services
2597,SMTA,Spirit MTA REIT,8.36,Consumer Services,Real Estate Investment Trusts
2598,SRC,"Spirit Realty Capital, Inc.",43.17,Consumer Services,Building operators
2599,SRC^A,"Spirit Realty Capital, Inc.",25.77,,
2600,SPOT,Spotify Technology S.A.,150.0,Consumer Services,Broadcasting
2601,SRLP,Sprague Resources LP,17.57,Energy,Oil Refining/Marketing
2602,S,Sprint Corporation,6.66,Public Utilities,Telecommunications Equipment
2603,SPXC,SPX Corporation,35.63,Technology,Industrial Machinery/Components
2604,FLOW,"SPX FLOW, Inc.",37.0,Technology,Industrial Machinery/Components
2605,SQ,"Square, Inc.",64.85,Technology,Computer Software: Prepackaged Software
2606,JOE,St. Joe Company (The),17.34,Consumer Services,Homebuilding
2607,STAG,"Stag Industrial, Inc.",28.62,Consumer Services,Real Estate Investment Trusts
2608,STAG^C,"Stag Industrial, Inc.",27.3,,
2609,SSI,"Stage Stores, Inc.",0.6486,Consumer Services,Clothing/Shoe/Accessory Stores
2610,SMP,"Standard Motor Products, Inc.",43.41,Capital Goods,Auto Parts:O.E.M.
2611,SXI,Standex International Corporation,63.05,Technology,Industrial Machinery/Components
2612,SWJ,"Stanley Black & Decker, Inc.",26.0,Capital Goods,Industrial Machinery/Components
2613,SWK,"Stanley Black & Decker, Inc.",135.82,Capital Goods,Industrial Machinery/Components
2614,SWP,"Stanley Black & Decker, Inc.",96.92,Capital Goods,Industrial Machinery/Components
2615,STN,Stantec Inc,23.05,Consumer Services,Military/Government/Technical
2616,SGU,"Star Group, L.P.",9.61,Consumer Services,Other Specialty Stores
2617,SRT,"StarTek, Inc.",6.73,Technology,Professional Services
2618,STWD,"STARWOOD PROPERTY TRUST, INC.",22.75,Consumer Services,Real Estate Investment Trusts
2619,STT,State Street Corporation,53.8,Finance,Major Banks
2620,STT^C,State Street Corporation,25.28,,
2621,STT^D,State Street Corporation,26.77,,
2622,STT^E,State Street Corporation,25.519000000000002,,
2623,STT^G,State Street Corporation,26.84,,
2624,SPLP,Steel Partners Holdings LP,13.4,Capital Goods,Industrial Specialties
2625,SPLP^A,Steel Partners Holdings LP,21.5045,,
2626,SCS,Steelcase Inc.,15.74,Consumer Durables,Office Equipment/Supplies/Services
2627,SCA,Stellus Capital Investment Corporation,25.38,,
2628,SCM,Stellus Capital Investment Corporation,14.02,,
2629,SCL,Stepan Company,94.02,Basic Industries,Package Goods/Cosmetics
2630,STE,STERIS plc,144.61,Health Care,Industrial Specialties
2631,STL,Sterling Bancorp,19.58,Finance,Major Banks
2632,STL^A,Sterling Bancorp,27.31,Finance,Major Banks
2633,STC,Stewart Information Services Corporation,37.29,Finance,Specialty Insurers
2634,SF,Stifel Financial Corporation,53.73,Finance,Investment Bankers/Brokers/Service
2635,SF^A,Stifel Financial Corporation,27.587,Finance,Investment Bankers/Brokers/Service
2636,SF^B,Stifel Financial Corporation,27.1,,
2637,SFB,Stifel Financial Corporation,25.73,Finance,Investment Bankers/Brokers/Service
2638,STM,STMicroelectronics N.V.,16.82,Technology,Semiconductors
2639,EDF,Stone Harbor Emerging Markets Income Fund,13.64,,
2640,EDI,Stone Harbor Emerging Markets Total Income Fund,12.41,,
2641,STON,StoneMor Partners L.P.,1.69,Consumer Services,Other Consumer Services
2642,SRI,"Stoneridge, Inc.",31.01,Capital Goods,Auto Parts:O.E.M.
2643,STOR,STORE Capital Corporation,34.62,Consumer Services,Real Estate Investment Trusts
2644,GJH,STRATS Trust,9.87,Finance,Finance: Consumer Services
2645,GJO,STRATS Trust,22.97,Finance,Finance: Consumer Services
2646,GJS,STRATS Trust,20.4,Finance,Finance: Consumer Services
2647,SYK,Stryker Corporation,205.66,Health Care,Medical/Dental Instruments
2648,MSC,Studio City International Holdings Limited,20.01,Consumer Services,Hotels/Resorts
2649,RGR,"Sturm, Ruger & Company, Inc.",45.18,Capital Goods,Ordnance And Accessories
2650,SPH,"Suburban Propane Partners, L.P.",23.24,Consumer Services,Other Specialty Stores
2651,SMFG,Sumitomo Mitsui Financial Group Inc,6.78,Finance,Commercial Banks
2652,INN,"Summit Hotel Properties, Inc.",11.17,Consumer Services,Real Estate Investment Trusts
2653,INN^D,"Summit Hotel Properties, Inc.",26.1757,,
2654,INN^E,"Summit Hotel Properties, Inc.",25.52,,
2655,SUM,"Summit Materials, Inc.",18.99,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
2656,SMLP,"Summit Midstream Partners, LP",7.52,Public Utilities,Natural Gas Distribution
2657,SUI,"Sun Communities, Inc.",133.1,Consumer Services,Real Estate Investment Trusts
2658,SLF,Sun Life Financial Inc.,38.93,Finance,Life Insurance
2659,SXC,"SunCoke Energy, Inc.",6.71,Basic Industries,Steel/Iron Ore
2660,SU,Suncor Energy  Inc.,27.64,Energy,Integrated oil Companies
2661,STG,Sunlands Technology Group,2.28,Consumer Services,Other Consumer Services
2662,NOVA,Sunnova Energy International Inc.,10.81,Public Utilities,Power Generation
2663,SUN,Sunoco LP,31.64,Energy,Integrated oil Companies
2664,SHO,"Sunstone Hotel Investors, Inc.",13.01,Consumer Services,Hotels/Resorts
2665,SHO^E,"Sunstone Hotel Investors, Inc.",26.62,,
2666,SHO^F,"Sunstone Hotel Investors, Inc.",26.12,,
2667,STI,"SunTrust Banks, Inc.",61.02,Finance,Major Banks
2668,STI^A,"SunTrust Banks, Inc.",22.7,,
2669,SPN,"Superior Energy Services, Inc.",0.68,Energy,Oilfield Services/Equipment
2670,SUP,"Superior Industries International, Inc.",2.61,Capital Goods,Auto Parts:O.E.M.
2671,SUZ,Suzano S.A.,15.09,Basic Industries,Paper
2672,SWZ,"Swiss Helvetia Fund, Inc. (The)",7.77,,
2673,SWCH,"Switch, Inc.",13.55,Technology,"Computer Software: Programming, Data Processing"
2674,SBE.U,Switchback Energy Acquisition Corporation,,,
2675,SYF,Synchrony Financial,33.74,Finance,Finance: Consumer Services
2676,SNX,Synnex Corporation,85.58,Technology,Retail: Computer Software & Peripheral Equipment
2677,SNV,Synovus Financial Corp.,34.64,Finance,Major Banks
2678,SNV^D,Synovus Financial Corp.,26.43,,
2679,SNV^E,Synovus Financial Corp.,25.77,,
2680,GJP,"Synthetic Fixed-Income Securities, Inc.",22.1142,,
2681,GJR,"Synthetic Fixed-Income Securities, Inc.",22.2305,,
2682,GJT,"Synthetic Fixed-Income Securities, Inc.",20.75,Finance,Finance: Consumer Services
2683,GJV,"Synthetic Fixed-Income Securities, Inc.",26.77,Finance,Finance: Consumer Services
2684,SYY,Sysco Corporation,67.14,Consumer Non-Durables,Food Distributors
2685,SYX,Systemax Inc.,20.03,Capital Goods,Industrial Machinery/Components
2686,TLRD,"Tailored Brands, Inc.",4.52,Consumer Services,Clothing/Shoe/Accessory Stores
2687,TWN,"Taiwan Fund, Inc. (The)",16.64,,
2688,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,39.87,Technology,Semiconductors
2689,TAK,Takeda Pharmaceutical Company Limited,17.37,Health Care,Major Pharmaceuticals
2690,TAL,TAL Education Group,30.98,Consumer Services,Other Consumer Services
2691,TGE,"Tallgrass Energy, LP",17.75,Public Utilities,Natural Gas Distribution
2692,TALO,"Talos Energy, Inc.",19.24,Energy,Oil & Gas Production
2693,SKT,"Tanger Factory Outlet Centers, Inc.",15.48,Consumer Services,Real Estate Investment Trusts
2694,TPR,"Tapestry, Inc.",27.84,Consumer Non-Durables,Apparel
2695,NGLS^A,Targa Resources Partners LP,26.81,,
2696,TRGP,"Targa Resources, Inc.",35.51,Public Utilities,Natural Gas Distribution
2697,TGT,Target Corporation,80.79,Consumer Services,Department/Specialty Retail Stores
2698,TARO,Taro Pharmaceutical Industries Ltd.,79.53,Health Care,Major Pharmaceuticals
2699,TTM,Tata Motors Ltd,8.69,Capital Goods,Auto Manufacturing
2700,TCO,"Taubman Centers, Inc.",39.62,Consumer Services,Real Estate Investment Trusts
2701,TCO^J,"Taubman Centers, Inc.",25.25,,
2702,TCO^K,"Taubman Centers, Inc.",25.83,,
2703,TMHC,Taylor Morrison Home Corporation,22.15,Capital Goods,Homebuilding
2704,TRP,TC Energy Corporation,47.83,Public Utilities,Natural Gas Distribution
2705,TCP,"TC PipeLines, LP",38.61,Public Utilities,Natural Gas Distribution
2706,TSI,"TCW Strategic Income Fund, Inc.",5.73,,
2707,TEL,TE Connectivity Ltd.,87.68,Technology,Electronic Components
2708,TISI,"Team, Inc.",15.51,Consumer Services,Other Consumer Services
2709,FTI,TechnipFMC plc,24.75,Energy,Metal Fabrications
2710,TECK,Teck Resources Ltd,17.91,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
2711,TK,Teekay Corporation,3.67,Transportation,Marine Transportation
2712,TGP,Teekay LNG Partners L.P.,14.03,Consumer Services,Marine Transportation
2713,TGP^A,Teekay LNG Partners L.P.,25.8013,,
2714,TGP^B,Teekay LNG Partners L.P.,24.65,,
2715,TOO,Teekay Offshore Partners L.P.,1.125,Consumer Services,Marine Transportation
2716,TOO^A,Teekay Offshore Partners L.P.,16.89,,
2717,TOO^B,Teekay Offshore Partners L.P.,17.44,,
2718,TOO^E,Teekay Offshore Partners L.P.,16.95,,
2719,TNK,Teekay Tankers Ltd.,1.04,Consumer Services,Marine Transportation
2720,GCI,TEGNA Inc.,11.04,Consumer Services,Newspapers/Magazines
2721,TGNA,TEGNA Inc.,15.1,Consumer Services,Broadcasting
2722,TRC,Tejon Ranch Co,17.18,Finance,Real Estate
2723,HQH,Tekla Healthcare Investors,19.01,,
2724,THQ,Tekla Healthcare Opportunies Fund,17.02,,
2725,HQL,Tekla Life Sciences Investors,15.78,,
2726,THW,Tekla World Healthcare Fund,13.01,,
2727,TDOC,"Teladoc Health, Inc.",65.6,Health Care,Medical/Nursing Services
2728,TLRA,"Telaria, Inc.",8.58,Technology,Advertising
2729,TEO,Telecom Argentina Stet - France Telecom S.A.,15.97,Public Utilities,Telecommunications Equipment
2730,TDY,Teledyne Technologies Incorporated,282.07,Capital Goods,Industrial Machinery/Components
2731,TFX,Teleflex Incorporated,350.6,Health Care,Medical/Dental Instruments
2732,VIV,Telefonica Brasil S.A.,13.07,Public Utilities,Telecommunications Equipment
2733,TEF,Telefonica SA,7.39,Public Utilities,Telecommunications Equipment
2734,TDA,"Telephone and Data Systems, Inc.",25.47,Public Utilities,Telecommunications Equipment
2735,TDE,"Telephone and Data Systems, Inc.",25.37,Public Utilities,Telecommunications Equipment
2736,TDI,"Telephone and Data Systems, Inc.",26.05,Public Utilities,Telecommunications Equipment
2737,TDJ,"Telephone and Data Systems, Inc.",25.41,Public Utilities,Telecommunications Equipment
2738,TDS,"Telephone and Data Systems, Inc.",27.15,Public Utilities,Telecommunications Equipment
2739,TU,TELUS Corporation,35.67,Public Utilities,Telecommunications Equipment
2740,TDF,"Templeton Dragon Fund, Inc.",18.08,,
2741,EMF,Templeton Emerging Markets Fund,14.5,,
2742,TEI,"Templeton Emerging Markets Income Fund, Inc.",10.12,,
2743,GIM,"Templeton Global Income Fund, Inc.",6.29,,
2744,TPX,"Tempur Sealy International, Inc.",74.28,Consumer Durables,Home Furnishings
2745,TS,Tenaris S.A.,23.4,Basic Industries,Steel/Iron Ore
2746,TME,Tencent Music Entertainment Group,13.77,Consumer Services,Broadcasting
2747,THC,Tenet Healthcare Corporation,22.1,Health Care,Hospital/Nursing Management
2748,TNC,Tennant Company,69.27,Technology,Industrial Machinery/Components
2749,TEN,Tenneco Inc.,7.89,Capital Goods,Auto Parts:O.E.M.
2750,TVC,Tennessee Valley Authority,25.54,Public Utilities,Electric Utilities: Central
2751,TVE,Tennessee Valley Authority,25.6,Public Utilities,Electric Utilities: Central
2752,TDC,Teradata Corporation,33.1,Technology,Computer Software: Prepackaged Software
2753,TEX,Terex Corporation,27.01,Capital Goods,Construction/Ag Equipment/Trucks
2754,TX,Ternium S.A.,20.7,Basic Industries,Steel/Iron Ore
2755,TRNO,Terreno Realty Corporation,48.05,Finance,Real Estate
2756,TTI,"Tetra Technologies, Inc.",1.37,Energy,Oil & Gas Production
2757,TEVA,Teva Pharmaceutical Industries Limited,7.83,Health Care,Major Pharmaceuticals
2758,TPL,Texas Pacific Land Trust,695.46,Energy,Oil & Gas Production
