Symbol,Name,Last_Sale,Start_of_Year_Sale,YTD_Change_Percent,Sector
NAV,Navistar International Corporation,27.4,25.95,5.291970802919706,Capital Goods
NBHC,National Bank Holdings Corporation,33.69,30.87,8.370436331255556,Finance
NBL,Noble Energy Inc.,21.55,18.76,12.946635730858464,Energy
NBLX,Noble Midstream Partners LP,27.5,28.84,-4.872727272727272,Energy
NBR,Nabors Industries Ltd.,2.55,2.0,21.568627450980387,Energy
NC,"NACCO Industries, Inc.",49.33,33.9,31.279140482465035,Consumer Durables
NCI,"Navigant Consulting, Inc.",27.94,24.05,13.922691481746602,Consumer Services
NCLH,Norwegian Cruise Line Holdings Ltd.,46.05,42.39,7.947882736156345,Consumer Services
NCR,NCR Corporation,30.95,23.08,25.4281098546042,Miscellaneous
NE,Noble Corporation,1.79,2.62,-46.36871508379888,Energy
NEE,"NextEra Energy, Inc.",208.05,173.82,16.452775775054082,Public Utilities
NEM,Newmont Goldcorp Corporation,37.42,34.65,7.402458578300382,Basic Industries
NEP,"NextEra Energy Partners, LP",47.71,43.05,9.767344372249012,Public Utilities
NEU,NewMarket Corporation,444.97,412.09,7.389262197451525,Basic Industries
NEW,Puxin Limited,5.8,5.91,-1.8965517241379366,Consumer Services
NEWM,New Media Investment Group Inc.,9.89,11.57,-16.986855409504546,Consumer Services
NEWR,"New Relic, Inc.",83.24,80.97,2.7270543008169104,Technology
NEXA,Nexa Resources S.A.,7.29,11.9,-63.237311385459535,Basic Industries
NFC,New Frontier Corporation,10.22,9.8,4.109589041095889,Finance
NFG,National Fuel Gas Company,47.72,51.18,-7.250628667225484,Public Utilities
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.05,10.68,11.369294605809136,Finance
NGG,"National Grid Transco, PLC",50.66,47.98,5.2901697591788395,Public Utilities
NGL,NGL ENERGY PARTNERS LP,14.42,9.59,33.49514563106796,Energy
NGS,"Natural Gas Services Group, Inc.",14.42,16.44,-14.008321775312076,Energy
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",11.76,15.33,-30.35714285714286,Consumer Services
NGVT,Ingevity Corporation,85.11,83.69,1.668429091763602,Basic Industries
NHI,"National Health Investors, Inc.",79.18,75.54,4.597120484970953,Consumer Services
NI,"NiSource, Inc",28.11,25.35,9.818569903948767,Public Utilities
NINE,"Nine Energy Service, Inc.",11.09,22.54,-103.24616771866546,Energy
NIO,NIO Inc.,2.95,6.37,-115.9322033898305,Capital Goods
NJR,NewJersey Resources Corporation,47.75,45.67,4.356020942408374,Public Utilities
NKE,"Nike, Inc.",78.97,74.14,6.116246675952892,Consumer Non-Durables
NL,"NL Industries, Inc.",4.1,3.51,14.390243902439023,Basic Industries
NLS,"Nautilus Group, Inc. (The)",1.41,10.9,-673.049645390071,Consumer Non-Durables
NLSN,Nielsen N.V.,21.88,23.33,-6.627056672760509,Miscellaneous
NLY,Annaly Capital Management Inc,9.22,9.82,-6.507592190889366,Consumer Services
NM,Navios Maritime Holdings Inc.,4.34,2.7,37.788018433179715,Transportation
NMM,Navios Maritime Partners LP,15.3,12.75,16.66666666666667,Transportation
NMR,Nomura Holdings Inc ADR,3.48,3.72,-6.896551724137938,Finance
NNA,Navios Maritime Acquisition Corporation,6.0,3.25,45.83333333333333,Transportation
NNI,"Nelnet, Inc.",61.41,52.34,14.76958150138413,Finance
NNN,National Retail Properties,52.9,48.51,8.298676748582231,Consumer Services
NOA,North American Construction Group Ltd.,11.89,8.9,25.147182506307825,Energy
NOAH,Noah Holdings Ltd.,29.89,43.32,-44.93141518902643,Finance
NOC,Northrop Grumman Corporation,342.81,244.9,28.561010472273267,Capital Goods
NOK,Nokia Corporation,5.29,5.82,-10.018903591682424,Technology
NOMD,Nomad Foods Limited,21.66,16.72,22.807017543859658,Consumer Non-Durables
NOV,"National Oilwell Varco, Inc.",21.74,25.7,-18.215271389144437,Energy
NOW,"ServiceNow, Inc.",256.81,178.05,30.66858767181963,Technology
NP,"Neenah, Inc.",61.08,58.92,3.5363457760314283,Basic Industries
NPK,"National Presto Industries, Inc.",90.28,116.92,-29.508196721311474,Capital Goods
NPO,EnPro Industries,64.11,60.1,6.254874434565587,Basic Industries
NPTN,NeoPhotonics Corporation,4.32,6.48,-50.0,Technology
NR,"Newpark Resources, Inc.",7.05,6.87,2.5531914893616983,Energy
NRE,NorthStar Realty Europe Corp.,17.01,14.54,14.520870076425647,Consumer Services
NRG,"NRG Energy, Inc.",33.72,39.6,-17.437722419928832,Public Utilities
NRP,Natural Resource Partners LP,27.87,38.24,-37.20846788661644,Energy
NRT,North European Oil Royality Trust,7.38,5.8,21.40921409214092,Energy
NRZ,New Residential Investment Corp.,14.92,14.21,4.758713136729217,Consumer Services
NS,Nustar Energy L.P.,27.33,20.93,23.41748993779729,Energy
NSA,National Storage Affiliates Trust,30.07,26.46,12.005320917858327,Consumer Services
NSC,Norfolk Souther Corporation,179.93,149.54,16.889901628411057,Transportation
NSP,"Insperity, Inc.",97.76,93.36,4.50081833060557,Technology
NTB,Bank of N.T. Butterfield & Son Limited (The),28.14,31.35,-11.407249466950962,Finance
NTP,Nam Tai Property Inc.,9.99,8.68,13.113113113113117,Finance
NTR,Nutrien Ltd.,52.1,47.0,9.788867562380041,Basic Industries
NTZ,"Natuzzi, S.p.A.",1.63,3.95,-142.3312883435583,Consumer Durables
NUE,Nucor Corporation,50.75,51.81,-2.088669950738921,Basic Industries
NUS,"Nu Skin Enterprises, Inc.",38.18,61.33,-60.633839706652694,Health Care
NVGS,Navigator Holdings Ltd.,9.87,9.4,4.76190476190475,Transportation
NVO,Novo Nordisk A/S,47.9,46.07,3.820459290187888,Health Care
NVR,"NVR, Inc.",3340.14,2436.99,27.03928577844043,Capital Goods
NVRO,Nevro Corp.,61.81,38.89,37.081378417731756,Health Care
NVS,Novartis AG,90.72,76.89,15.244708994708994,Health Care
NVT,nVent Electric plc,20.79,22.46,-8.032708032708042,Technology
NVTA,Invitae Corporation,24.28,11.06,54.448105436573314,Health Care
NWE,NorthWestern Corporation,68.21,59.44,12.857352294384983,Public Utilities
NWHM,New Home Company Inc. (The),3.91,5.23,-33.75959079283888,Capital Goods
NWN,Northwest Natural Holding Company,70.33,60.46,14.03384046637281,Public Utilities
NX,Quanex Building Products Corporation,17.99,13.59,24.458032240133402,Capital Goods
NXRT,"NexPoint Residential Trust, Inc.",43.3,35.05,19.053117782909933,Consumer Services
NYCB,"New York Community Bancorp, Inc.",11.44,9.41,17.74475524475524,Finance
NYT,New York Times Company (The),35.27,22.29,36.80181457329176,Consumer Services
O,Realty Income Corporation,68.96,63.04,8.584686774941988,Consumer Services
OAK,"Oaktree Capital Group, LLC",49.9,39.75,20.340681362725448,Finance
OAS,Oasis Petroleum Inc.,3.93,5.53,-40.712468193384225,Energy
OBE,Obsidian Energy Ltd.,1.04,2.8,-169.2307692307692,Energy
OC,Owens Corning Inc,55.0,43.98,20.036363636363642,Capital Goods
OCN,Ocwen Financial Corporation,1.65,1.34,18.78787878787878,Finance
ODC,Oil-Dri Corporation Of America,32.17,26.5,17.625116568231274,Consumer Durables
OEC,Orion Engineered Carbons S.A,13.97,25.28,-80.95919828203293,Basic Industries
OFC,Corporate Office Properties Trust,27.2,21.03,22.683823529411757,Consumer Services
OFG,OFG Bancorp,20.86,16.46,21.093000958772766,Finance
OGE,OGE Energy Corp,41.96,39.19,6.601525262154439,Public Utilities
OGS,"ONE Gas, Inc.",88.18,79.6,9.73009752778409,Public Utilities
OHI,"Omega Healthcare Investors, Inc.",35.88,35.15,2.034559643255306,Consumer Services
OI,"Owens-Illinois, Inc.",11.95,17.24,-44.26778242677824,Consumer Durables
OII,"Oceaneering International, Inc.",13.5,12.1,10.370370370370372,Energy
OIS,"Oil States International, Inc.",13.46,14.28,-6.092124814264476,Energy
OKE,"ONEOK, Inc.",67.67,53.95,20.274863307226244,Public Utilities
OLN,Olin Corporation,18.16,20.11,-10.737885462555061,Basic Industries
OLP,"One Liberty Properties, Inc.",28.03,24.22,13.592579379236538,Consumer Services
OMC,Omnicom Group Inc.,76.79,73.24,4.622997786170089,Technology
OMF,"OneMain Holdings, Inc.",39.81,24.29,38.9851796031148,Finance
OMI,"Owens & Minor, Inc.",2.9,6.33,-118.27586206896552,Health Care
OMN,OMNOVA Solutions Inc.,9.99,7.33,26.626626626626624,Basic Industries
OMP,Oasis Midstream Partners LP,20.15,15.99,20.645161290322577,Energy
ONDK,"On Deck Capital, Inc.",3.52,5.9,-67.61363636363637,Finance
ONE,OneSmart International Education Group Limited,8.01,7.8,2.621722846441947,Consumer Services
OOMA,"Ooma, Inc.",11.78,13.88,-17.826825127334477,Technology
OPY,"Oppenheimer Holdings, Inc.",26.81,25.55,4.699738903394249,Finance
OR,Osisko Gold Royalties Ltd,13.25,8.78,33.735849056603776,Basic Industries
ORA,"Ormat Technologies, Inc.",64.13,52.3,18.446904724777795,Public Utilities
ORAN,Orange,14.75,16.19,-9.762711864406787,Public Utilities
ORC,"Orchid Island Capital, Inc.",6.11,6.39,-4.582651391162019,Consumer Services
ORCL,Oracle Corporation,53.76,45.15,16.015625,Technology
ORI,Old Republic International Corporation,21.83,20.57,5.771873568483729,Finance
ORN,"Orion Group Holdings, Inc.",4.48,4.29,4.241071428571437,Basic Industries
OSB,Norbord Inc.,21.0,26.59,-26.61904761904762,Basic Industries
OSG,"Overseas Shipholding Group, Inc.",1.75,1.66,5.142857142857148,Transportation
OSK,Oshkosh Corporation,75.01,61.31,18.26423143580856,Capital Goods
OUT,OUTFRONT Media Inc.,26.05,18.12,30.441458733205373,Consumer Services
OXM,"Oxford Industries, Inc.",68.05,71.04,-4.393828067597369,Consumer Non-Durables
OXY,Occidental Petroleum Corporation,49.42,61.38,-24.200728450020236,Energy
OZM,Och-Ziff Capital Management Group LLC,24.5,9.2,62.44897959183674,Finance
PAA,"Plains All American Pipeline, L.P.",22.34,20.04,10.295434198746646,Energy
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",96.85,81.55,15.797625193598346,Transportation
PACD,Pacific Drilling S.A.,6.97,13.35,-91.53515064562411,Energy
PACK,Ranpak Holdings Corp,6.47,10.03,-55.02318392581144,Capital Goods
PAG,"Penske Automotive Group, Inc.",44.59,40.32,9.576138147566725,Consumer Durables
PAGP,"Plains Group Holdings, L.P.",22.8,20.1,11.842105263157892,Energy
PAGS,PagSeguro Digital Ltd.,43.27,18.73,56.71365842385024,Technology
PAM,Pampa Energia S.A.,31.2,31.81,-1.9551282051282033,Public Utilities
PANW,"Palo Alto Networks, Inc.",214.53,188.35,12.20342143289983,Technology
PAR,PAR Technology Corporation,25.77,21.75,15.599534342258439,Miscellaneous
PARR,"Par Pacific Holdings, Inc.",22.06,14.18,35.7207615593835,Energy
PAYC,"Paycom Software, Inc.",221.17,122.45,44.63534837455351,Technology
PB,"Prosperity Bancshares, Inc.",64.49,62.3,3.395875329508448,Finance
PBA,Pembina Pipeline Corp.,36.43,29.67,18.556135053527306,Energy
PBF,PBF Energy Inc.,23.52,32.67,-38.903061224489804,Energy
PBFX,PBF Logistics LP,20.77,20.1,3.225806451612894,Energy
PBH,Prestige Consumer Healthcare Inc.,32.6,30.88,5.276073619631909,Health Care
PBI,Pitney Bowes Inc.,3.55,5.91,-66.47887323943664,Miscellaneous
PBR,Petroleo Brasileiro S.A.- Petrobras,14.18,13.01,8.251057827926656,Energy
PBT,Permian Basin Royalty Trust,5.15,5.9,-14.563106796116504,Energy
PCG,Pacific Gas & Electric Co.,17.95,23.75,-32.31197771587745,Public Utilities
PDM,"Piedmont Office Realty Trust, Inc.",19.52,17.04,12.704918032786889,Consumer Services
PDS,Precision Drilling Corporation,1.47,1.74,-18.367346938775512,Energy
PE,"Parsley Energy, Inc.",14.16,15.98,-12.85310734463277,Energy
PEB,Pebblebrook Hotel Trust,26.24,28.31,-7.888719512195124,Consumer Services
PEG,Public Service Enterprise Group Incorporated,55.63,52.05,6.435376595362224,Public Utilities
PEI,Pennsylvania Real Estate Investment Trust,5.52,5.94,-7.608695652173929,Consumer Services
PEN,"Penumbra, Inc.",157.84,122.2,22.57982767359351,Health Care
PER,SandRidge Permian Trust,1.84,1.89,-2.7173913043478164,Energy
PES,Pioneer Energy Services Corp.,0.183,1.23,-572.1311475409836,Energy
PFE,"Pfizer, Inc.",36.96,43.65,-18.100649350649345,Health Care
PFGC,Performance Food Group Company,42.21,32.27,23.54892205638474,Consumer Non-Durables
PFH,CABCO Series 2004-101 Trust,6.92,7.11,-2.7456647398843987,Finance
PFS,"Provident Financial Services, Inc",23.44,24.13,-2.9436860068259287,Finance
PFSI,"PennyMac Financial Services, Inc.",25.37,21.26,16.200236499802916,Finance
PG,Procter & Gamble Company (The),113.08,91.92,18.71241598868058,Basic Industries
PGR,Progressive Corporation (The),77.34,60.33,21.99379363847945,Finance
PGRE,"Paramount Group, Inc.",13.09,12.56,4.0488922841863975,Consumer Services
PGTI,"PGT Innovations, Inc.",14.4,15.85,-10.06944444444444,Capital Goods
PH,Parker-Hannifin Corporation,163.47,149.14,8.766134458922133,Capital Goods
PHG,Koninklijke Philips N.V.,45.49,35.11,22.818201802593983,Energy
PHI,PLDT Inc.,21.76,21.38,1.7463235294117763,Public Utilities
PHM,"PulteGroup, Inc.",31.11,25.99,16.457730633236906,Capital Goods
PHX,Panhandle Royalty Company,10.93,15.5,-41.811527904849044,Energy
PII,Polaris Industries Inc.,89.2,76.68,14.035874439461878,Capital Goods
PIR,"Pier 1 Imports, Inc.",3.18,6.2,-94.9685534591195,Consumer Services
PIY,"Merrill Lynch Depositor, Inc.",13.7,9.9,27.737226277372258,Finance
PJC,Piper Jaffray Companies,73.21,65.84,10.066930747165676,Finance
PJH,"Prudential Financial, Inc.",25.79,23.74,7.948817371074063,Finance
PJT,PJT Partners Inc.,39.4,38.76,1.624365482233504,Finance
PK,Park Hotels & Resorts Inc.,24.31,25.98,-6.869600987248053,Consumer Services
PKE,Park Aerospace Corp.,18.15,18.07,0.44077134986224964,Technology
PKG,Packaging Corporation of America,99.6,83.46,16.204819277108435,Consumer Durables
PKI,"PerkinElmer, Inc.",81.31,78.55,3.3944164309433096,Capital Goods
PKX,POSCO,42.48,54.94,-29.331450094161966,Basic Industries
PLAN,"Anaplan, Inc.",53.25,26.54,50.15962441314554,Technology
PLD,"Prologis, Inc.",78.64,58.72,25.33062054933876,Consumer Services
PLNT,"Planet Fitness, Inc.",74.74,53.62,28.257960931228254,Consumer Services
PLOW,"Douglas Dynamics, Inc.",38.29,35.89,6.267955079655259,Capital Goods
PLT,"Plantronics, Inc.",34.56,33.1,4.224537037037039,Public Utilities
PM,Philip Morris International Inc,80.26,66.76,16.820333914776974,Consumer Non-Durables
PMT,PennyMac Mortgage Investment Trust,21.7,18.62,14.193548387096765,Consumer Services
PNC,"PNC Financial Services Group, Inc. (The)",132.92,116.91,12.044839000902794,Finance
PNM,"PNM Resources, Inc. (Holding Co.)",48.62,41.09,15.48745372274783,Public Utilities
PNR,Pentair plc.,36.07,37.78,-4.740781813141117,Technology
PNW,Pinnacle West Capital Corporation,91.55,85.2,6.936100491534675,Public Utilities
POL,PolyOne Corporation,30.24,28.6,5.423280423280414,Basic Industries
POR,Portland General Electric Company,54.3,45.85,15.561694290976053,Public Utilities
POST,"Post Holdings, Inc.",99.65,89.13,10.556949322629212,Consumer Non-Durables
PPDF,PPDAI Group Inc.,3.71,3.6,2.9649595687331503,Finance
PPG,"PPG Industries, Inc.",110.96,102.23,7.867700072098044,Basic Industries
PPL,PPL Corporation,28.98,28.33,2.242926155969642,Public Utilities
PPX,"PPL Capital Funding, Inc.",25.62,24.62,3.9032006245121003,Public Utilities
PQG,PQ Group Holdings Inc.,14.12,14.81,-4.886685552407942,Basic Industries
PRA,ProAssurance Corporation,37.27,40.56,-8.82747518111081,Finance
PRGO,Perrigo Company,51.14,38.75,24.22761048103246,Health Care
PRH,"Prudential Financial, Inc.",25.5,23.33,8.509803921568635,Finance
PRI,"Primerica, Inc.",111.25,97.71,12.170786516853937,Finance
PRLB,"Proto Labs, Inc.",96.14,112.79,-17.318493863116295,Capital Goods
PRO,"PROS Holdings, Inc.",67.42,31.4,53.42628300207654,Technology
PRS,"Prudential Financial, Inc.",26.8619,23.64,11.994311645862721,Finance
PRSP,Perspecta Inc.,21.81,17.22,21.04539202200825,Technology
PRT,PermRock Royalty Trust,7.68,5.92,22.916666666666664,Energy
PRTY,Party City Holdco Inc.,5.81,9.98,-71.77280550774529,Consumer Services
PRU,"Prudential Financial, Inc.",85.95,81.55,5.119255381035492,Finance
PSA,Public Storage,245.75,202.41,17.635808748728383,Consumer Services
PSB,"PS Business Parks, Inc.",168.22,131.0,22.125787659017952,Consumer Services
PSO,"Pearson, Plc",9.84,11.94,-21.34146341463414,Consumer Services
PSTG,"Pure Storage, Inc. ",13.01,16.08,-23.597232897770933,Technology
PSV,Hermitage Offshore Services Ltd.,2.19,4.2,-91.78082191780823,Transportation
PSX,Phillips 66,95.64,86.15,9.922626516102044,Energy
PSXP,Phillips 66 Partners LP,51.62,42.11,18.423091824874078,Energy
PTR,PetroChina Company Limited,49.3,61.55,-24.84787018255578,Energy
PUK,Prudential Public Limited Company,36.79,35.37,3.8597444957869036,Finance
PUMP,ProPetro Holding Corp.,16.41,12.32,24.923826934795855,Energy
PVG,"Pretium Resources, Inc.",11.82,8.45,28.51099830795263,Basic Industries
PVH,PVH Corp.,76.6,92.95,-21.344647519582256,Consumer Non-Durables
PVL,Permianville Royalty Trust,2.41,1.88,21.991701244813285,Energy
PVT,Pivotal Acquisition Corp.,10.13,15450.0,-152417.2754195459,Finance
PVTL,"Pivotal Software, Inc.",9.06,16.35,-80.46357615894041,Technology
PWR,"Quanta Services, Inc.",32.66,30.1,7.838334353949772,Capital Goods
PXD,Pioneer Natural Resources Company,121.84,131.52,-7.944845699277748,Energy
PYS,PPlus Trust,17.92,14.91,16.796875000000007,Finance
PYT,PPlus Trust,20.32,19.45,4.281496062992131,Finance
PYX,"Pyxus International, Inc.",13.9,11.86,14.676258992805764,Consumer Services
PZN,Pzena Investment Management Inc,7.47,8.65,-15.79651941097725,Finance
QD,Qudian Inc.,8.39,4.29,48.86769964243147,Finance
QEP,"QEP Resources, Inc.",4.21,5.63,-33.729216152019006,Energy
QES,Quintana Energy Services Inc.,1.65,3.46,-109.69696969696972,Energy
QGEN,Qiagen N.V.,36.33,34.45,5.174786677676839,Health Care
QHC,Quorum Health Corporation,1.58,2.89,-82.91139240506328,Health Care
QSR,Restaurant Brands International Inc.,76.23,52.3,31.391840482749583,Consumer Services
QTS,"QTS Realty Trust, Inc.",45.53,37.05,18.625082363276967,Consumer Services
QTWO,"Q2 Holdings, Inc.",73.82,49.55,32.87726903278244,Technology
QUAD,"Quad Graphics, Inc",10.49,12.32,-17.44518589132507,Miscellaneous
QUOT,Quotient Technology Inc.,10.17,10.68,-5.014749262536871,Consumer Services
QVCD,"QVC, Inc.",24.8495,21.0,15.491257369363565,Consumer Services
R,"Ryder System, Inc.",48.23,48.15,0.165871863985068,Consumer Services
RACE,Ferrari N.V.,156.78,99.44,36.5735425436918,Capital Goods
RAD,Rite Aid Corporation,6.88,14.2,-106.3953488372093,Health Care
RAMP,"LiveRamp Holdings, Inc.",49.22,38.63,21.515644047135304,Technology
RBA,Ritchie Bros. Auctioneers Incorporated,34.75,32.72,5.841726618705039,Miscellaneous
RBC,Regal Beloit Corporation,75.72,70.05,7.488114104595882,Consumer Durables
RBS,Royal Bank Scotland plc (The),4.89,5.59,-14.314928425357879,Finance
RC,Ready Capital Corporation,14.9,13.83,7.181208053691276,Consumer Services
RCB,Ready Capital Corporation,25.45,28.5,-11.984282907662086,Consumer Services
RCI,"Rogers Communication, Inc.",51.67,51.26,0.7934971937294439,Consumer Services
RCL,Royal Caribbean Cruises Ltd.,107.69,97.79,9.193054136874354,Consumer Services
RCP,Ready Capital Corporation,25.44,25.1,1.336477987421383,Consumer Services
RCUS,"Arcus Biosciences, Inc.",6.6,10.77,-63.18181818181819,Health Care
RDN,Radian Group Inc.,21.8,16.36,24.954128440366976,Finance
RDY,Dr. Reddy&#39;s Laboratories Ltd,35.21,37.7,-7.071854586765129,Health Care
RE,"Everest Re Group, Ltd.",239.15,217.76,8.944177294584994,Finance
RELX,RELX PLC,22.96,20.52,10.627177700348438,Consumer Services
RENN,Renren Inc.,0.81,1.54,-90.12345679012344,Technology
RES,"RPC, Inc.",5.72,9.87,-72.55244755244755,Energy
RESI,Front Yard Residential Corporation,11.2,8.73,22.05357142857142,Finance
REV,"Revlon, Inc.",17.45,25.19,-44.35530085959887,Consumer Non-Durables
REVG,"REV Group, Inc.",13.13,7.51,42.80274181264281,Capital Goods
REX,REX American Resources Corporation,70.67,68.11,3.6224706381774476,Basic Industries
REXR,"Rexford Industrial Realty, Inc.",40.56,29.47,27.342209072978314,Consumer Services
REZI,"Resideo Technologies, Inc.",17.1,20.55,-20.175438596491222,Capital Goods
RF,Regions Financial Corporation,14.56,13.38,8.104395604395602,Finance
RFP,Resolute Forest Products Inc.,5.06,7.93,-56.71936758893281,Basic Industries
RGA,"Reinsurance Group of America, Incorporated",147.42,140.23,4.877221543888209,Finance
RGR,"Sturm, Ruger & Company, Inc.",45.18,53.22,-17.795484727755642,Capital Goods
RGS,Regis Corporation,16.68,16.95,-1.6187050359712205,Consumer Services
RH,RH,134.05,119.82,10.615441999254022,Consumer Services
RHI,Robert Half International Inc.,55.99,57.2,-2.1611001964636554,Technology
RHP,"Ryman Hospitality Properties, Inc.",72.17,66.69,7.593182762920886,Consumer Services
RIG,Transocean Ltd.,4.95,6.94,-40.20202020202021,Energy
RIO,Rio Tinto Plc,52.14,48.48,7.019562715765254,Basic Industries
RJF,"Raymond James Financial, Inc.",75.01,74.41,0.7998933475536709,Finance
RL,Ralph Lauren Corporation,95.73,103.46,-8.074793690588102,Consumer Non-Durables
RLGY,Realogy Holdings Corp.,4.75,14.68,-209.05263157894737,Finance
RLH,Red Lion Hotels Corporation,6.5,8.2,-26.153846153846143,Consumer Services
RLI,RLI Corp.,88.3,68.99,21.868629671574183,Finance
RLJ,RLJ Lodging Trust,16.46,16.4,0.36452004860268694,Consumer Services
RM,Regional Management Corp.,26.18,24.05,8.135981665393427,Finance
RMAX,"RE/MAX Holdings, Inc.",27.24,30.75,-12.885462555066084,Finance
RMD,ResMed Inc.,126.9,113.87,10.267927501970057,Health Care
RMED,"Ra Medical Systems, Inc.",2.7,7.95,-194.44444444444443,Health Care
RNG,"Ringcentral, Inc.",131.33,82.44,37.22683316835453,Technology
RNGR,"Ranger Energy Services, Inc.",5.83,5.17,11.320754716981133,Energy
RNR,RenaissanceRe Holdings Ltd.,179.44,133.7,25.490414623272407,Finance
ROAN,"Roan Resources, Inc.",1.07,8.38,-683.1775700934579,Energy
ROG,Rogers Corporation,139.71,99.06,29.09598453940305,Basic Industries
ROK,"Rockwell Automation, Inc.",150.8,150.48,0.21220159151195064,Capital Goods
ROL,"Rollins, Inc.",32.15,36.1,-12.286158631415251,Finance
ROP,"Roper Technologies, Inc.",344.13,266.52,22.552523755557495,Capital Goods
ROYT,Pacific Coast Oil Trust,2.11,1.64,22.274881516587676,Energy
RPAI,"Retail Properties of America, Inc.",11.58,10.85,6.303972366148535,Consumer Services
RPM,RPM International Inc.,65.04,58.78,9.624846248462491,Basic Industries
RPT,RPT Realty,12.07,11.95,0.9942004971002567,Consumer Services
RRC,Range Resources Corporation,4.64,9.57,-106.25000000000003,Energy
RRD,R.R. Donnelley & Sons Company,2.0,3.96,-98.0,Miscellaneous
RRTS,"Roadrunner Transportation Systems, Inc.",9.04,12.5,-38.27433628318585,Transportation
RS,Reliance Steel & Aluminum Co.,96.64,71.17,26.355546357615893,Basic Industries
RSG,"Republic Services, Inc.",86.87,72.09,17.013928859214918,Public Utilities
RST,Rosetta Stone,20.4,16.4,19.607843137254903,Technology
RTEC,"Rudolph Technologies, Inc.",25.28,20.47,19.026898734177223,Capital Goods
RTN,Raytheon Company,180.15,153.35,14.876491812378578,Capital Goods
RTW,"RTW Retailwinds, Inc.",1.96,2.83,-44.38775510204082,Consumer Services
RUBI,"The Rubicon Project, Inc.",9.84,3.73,62.09349593495934,Technology
RVI,Retail Value Inc.,36.22,25.59,29.348426283821095,Finance
RWGE,Regalwood Global Energy Ltd.,10.24,9.82,4.101562499999999,Finance
RWT,"Redwood Trust, Inc.",16.4,15.07,8.109756097560966,Consumer Services
RXN,Rexnord Corporation,27.42,22.95,16.301969365426704,Technology
RY,Royal Bank Of Canada,75.96,68.52,9.79462875197472,Finance
RYAM,Rayonier Advanced Materials Inc.,4.89,10.65,-117.79141104294482,Basic Industries
RYB,"RYB Education, Inc.",5.93,5.84,1.5177065767284967,Consumer Services
RYI,Ryerson Holding Corporation,7.39,6.34,14.208389715832205,Basic Industries
RYN,Rayonier Inc.,28.03,27.69,1.212986086336068,Consumer Services
RZA,"Reinsurance Group of America, Incorporated",27.31,25.02,8.3852068839253,Finance
RZB,"Reinsurance Group of America, Incorporated",27.6656,23.55,14.876236192238737,Finance
S,Sprint Corporation,6.66,5.82,12.612612612612612,Public Utilities
SA,"Seabridge Gold, Inc.",15.34,13.23,13.754889178617988,Basic Industries
SAFE,Safehold Inc.,32.58,18.81,42.26519337016575,Consumer Services
SAH,"Sonic Automotive, Inc.",26.93,13.76,48.904567396955066,Consumer Durables
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,80.17,63.7,20.543844330797054,Technology
SAIL,"SailPoint Technologies Holdings, Inc.",20.03,23.49,-17.274088866699934,Technology
SALT,Scorpio Bulkers Inc.,5.37,5.53,-2.9795158286778425,Transportation
SAM,"Boston Beer Company, Inc. (The)",373.23,240.84,35.471425126597545,Consumer Non-Durables
SAN,"Banco Santander, S.A.",4.06,4.48,-10.344827586206918,Finance
SAP,SAP SE,118.73,99.55,16.15429967152363,Technology
SAVE,"Spirit Airlines, Inc.",41.36,57.92,-40.03868471953579,Transportation
SB,"Safe Bulkers, Inc",1.62,1.78,-9.876543209876537,Transportation
SBGL,Sibanye Gold Limited,5.33,2.83,46.90431519699813,Basic Industries
SBH,"Sally Beauty Holdings, Inc.",13.32,17.05,-28.00300300300301,Consumer Services
SBNA,Scorpio Tankers Inc.,25.4,24.46,3.700787401574794,Transportation
SBOW,"SilverBow Resorces, Inc.",8.87,23.64,-166.51634723788052,Energy
SBR,Sabine Royalty Trust,44.56,37.28,16.337522441651707,Energy
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,13.55,8.07,40.44280442804428,Public Utilities
SC,Santander Consumer USA Holdings Inc.,25.64,17.59,31.396255850234013,Finance
SCCO,Southern Copper Corporation,32.26,30.77,4.618722876627398,Basic Industries
SCHW,The Charles Schwab Corporation,38.84,41.53,-6.925849639546852,Finance
SCI,Service Corporation International,44.81,40.26,10.153983485829066,Consumer Services
SCL,Stepan Company,94.02,74.0,21.29334184216124,Basic Industries
SCS,Steelcase Inc.,15.74,14.83,5.781448538754766,Consumer Durables
SCX,L.S. Starrett Company (The),5.76,5.23,9.201388888888879,Capital Goods
SD,"SandRidge Energy, Inc.",6.13,7.61,-24.143556280587283,Energy
SDLP,Seadrill Partners LLC,1.99,1.6897,15.090452261306533,Energy
SDR,SandRidge Mississippian Trust II,0.5985,0.85,-42.02172096908938,Energy
SDRL,Seadrill Limited,3.04,9.75,-220.72368421052633,Energy
SDT,SandRidge Mississippian Trust I,0.59,0.8,-35.593220338983066,Energy
SE,Sea Limited,34.02,11.32,66.72545561434451,Consumer Services
SEAS,"SeaWorld Entertainment, Inc.",29.24,22.09,24.452804377564977,Consumer Services
SEE,Sealed Air Corporation,43.84,34.84,20.52919708029197,Basic Industries
